,symbol,asv1,asv2,asv3,date1,date2,date3,quarter,year_end,qtr,eps_est,eps,release_time,result,slope1,slope2,slope3
1101,CMG,27.0,20.75,15.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,3.758,3.99,post,1,-1.0218913690016771e-05,-1.4395247906935028e-05,2.6789086517347405e-05
1102,CMG,35.6,22.25,24.25,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.58,0.79,post,-1,1.8018405743068344e-05,4.6960260682883585e-06,-2.423047156049295e-06
1103,CMG,28.2,23.75,28.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.54,0.55,post,1,-2.6430045661696124e-05,1.587520158663934e-05,-3.592129223164622e-08
1104,CB,14.0,16.75,11.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,2.44,2.48,post,1,7.11787927752849e-07,4.21499600525024e-06,-8.23506243324358e-07
1105,CB,13.8,13.75,20.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,2.49,2.5,post,1,1.9900267086594435e-07,2.2689985072760883e-06,2.0603316809101944e-07
1106,CB,16.2,10.0,9.75,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,-0.26,-0.13,post,1,-1.295052768529151e-08,-3.5141403979432176e-06,1.5726124561772127e-06
1107,CB,22.8,24.25,23.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,2.31,3.17,post,1,4.178893892842446e-06,2.985661542996393e-07,-2.661946369885056e-06
1108,CB,30.5,14.25,26.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,2.24,2.34,post,1,5.474581104765359e-06,-2.8557967447441056e-06,-2.0884126964285628e-06
1109,CB,18.8,16.5,25.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,2.63,2.68,post,1,1.2302536039386479e-06,-5.599270418746499e-07,-3.397400279224075e-06
1110,CB,22.0,19.75,15.4,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,2.33,2.41,post,1,4.379096203051207e-06,-1.256215631036961e-06,-5.50269452857928e-07
1111,CB,17.75,21.5,20.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.93,2.02,post,1,-4.5470005749878645e-06,2.80162088563589e-06,-2.8571931657164938e-06
1112,CB,27.75,24.5,21.0,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,2.556,2.54,post,-1,2.588156044389905e-06,1.2472167531233807e-06,2.6069690508575446e-06
1113,CB,23.0,24.25,21.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,2.559,2.6,post,1,1.8768459345702998e-06,1.3110160253187711e-06,-2.076928707363518e-08
1114,CB,14.2,11.5,6.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,2.64,2.88,post,1,-1.4392516241724614e-06,2.886035939184854e-07,-8.365986620197086e-07
1115,CB,14.8,24.0,10.5,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,2.43,2.72,post,1,1.0596494645745554e-06,1.217228751979354e-06,1.3427551783565864e-06
1116,CHD,30.6,30.5,27.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.46,0.52,pre,1,7.11765182200969e-07,1.98613964503795e-06,1.3877769560031854e-07
1117,CHD,20.2,23.25,16.5,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.39,0.41,pre,1,1.7028700230034147e-07,5.704493070771847e-07,-8.326245614854e-08
1118,CHD,10.6,29.25,22.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.47,0.49,pre,1,8.190786602321889e-07,-6.954341791489671e-07,-7.52698886458294e-07
1119,CHD,25.0,21.25,12.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.5,0.52,pre,1,-1.1193823448458307e-06,5.768076232811532e-07,1.2129534016996618e-06
1120,CHD,18.0,15.0,32.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.61,0.63,pre,1,-2.7894305442238483e-07,8.566819465604643e-07,-7.942275741865868e-07
1121,CHD,21.6,12.0,8.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.47,0.49,pre,1,-1.8689159553241474e-06,6.503401902793434e-08,2.630598501753267e-06
1122,CHD,33.6,11.75,25.4,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.54,0.58,pre,1,6.88968665859138e-07,1.1104504044461433e-07,7.70558788104221e-07
1123,CHD,41.25,20.0,33.8,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.58,0.57,pre,-1,3.256143655750044e-07,-4.684843257384061e-09,-1.1665654560670463e-06
1124,CHD,31.25,30.75,22.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.661,0.7,pre,1,-6.672756744876101e-07,1.31283189188865e-06,1.977068942758721e-06
1125,CHD,34.5,11.25,22.8,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.522,0.57,pre,1,8.095548660636186e-07,2.444966182157118e-07,-1.4318456302151952e-06
1126,CHD,29.2,18.0,28.25,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.47,0.47,pre,0,-1.5784529199400717e-06,-7.911173333593962e-08,-6.222152913919084e-06
1127,CHD,19.2,19.75,9.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.42,0.44,pre,1,6.754912985985661e-07,-4.200128127282211e-07,3.540305010893246e-07
1128,CI,21.2,19.0,17.25,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,2.44,2.77,pre,1,3.3285802711755034e-06,-2.5323860069621884e-08,-2.4445185718844864e-06
1129,CI,24.6,22.0,26.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,2.48,2.91,pre,1,3.2039439658499735e-06,9.451959764134576e-07,1.4515902749208073e-06
1130,CI,27.8,22.0,18.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,2.36,2.83,pre,1,2.5124456692673353e-06,2.7398185408748736e-06,-8.895013436928688e-08
1131,CI,8.8,19.0,19.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.87,1.94,pre,1,3.7301549961242437e-06,1.6596538336458507e-06,-1.32368272167624e-06
1132,CI,22.5,30.0,39.25,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,3.37,4.11,pre,1,5.529127509342355e-06,-2.3215016245096073e-06,-1.186069862374178e-05
1133,CI,35.6,16.75,24.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,3.33,3.89,pre,1,2.541153083271347e-06,1.279647541614444e-06,-1.0079147923824413e-06
1134,CI,18.4,30.25,25.0,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,3.45,3.84,pre,1,3.4913787334283636e-06,6.637556887963707e-07,1.1380558433852313e-05
1135,CI,30.0,23.75,37.2,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,2.53,2.46,pre,-1,-1.361093906268836e-06,9.579661668832617e-07,-1.548590151453354e-05
1136,CI,51.25,46.5,55.0,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,3.725,3.9,pre,1,4.542771606295019e-06,-1.00618307845834e-06,-3.6994789818235144e-06
1137,CI,64.75,47.0,42.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,3.737,4.3,pre,1,-3.5814121463781082e-06,-4.365644273611577e-06,2.8562801932367153e-06
1138,CI,20.8,22.5,18.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.91,1.94,pre,1,5.204561277750999e-06,1.4668782353247791e-06,1.9249556096820403e-06
1139,CI,16.8,29.25,17.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.74,1.87,pre,1,-2.4881196944473973e-06,8.191682088604331e-06,8.77221328000519e-07
1140,CINF,10.2,6.0,3.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.54,0.59,post,1,-2.617713538273788e-06,1.4593320207726955e-06,-8.610357342365316e-07
1141,CINF,10.0,3.25,6.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.46,0.64,post,1,3.864071449523731e-07,-4.4148390668783563e-07,7.625892712123368e-07
1142,CINF,10.4,13.0,6.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.53,0.58,post,1,1.7286075121547038e-06,-1.1015747261345838e-06,5.550242922096022e-07
1143,CINF,7.4,15.25,7.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.86,0.93,post,1,-2.0558121966140397e-06,7.521823475344271e-07,-4.478957307970345e-08
1144,CINF,0.0,3.0,3.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.82,0.72,post,-1,1.9188757189335122e-06,9.229328709272191e-07,-8.122285875984418e-07
1145,CINF,7.2,3.0,5.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.54,0.81,post,1,-1.5480923623655502e-07,-1.66561989210662e-07,-1.723297352979375e-06
1146,CINF,16.6,9.0,4.4,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.75,0.84,post,1,2.7978684128928046e-06,7.354739211240437e-07,7.222310785199202e-08
1147,CINF,11.75,8.5,17.2,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.8,0.98,post,1,-6.021949306593877e-08,5.610997087038303e-07,-2.863627402996436e-06
1148,CINF,8.75,14.25,4.4,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.875,1.05,post,1,2.16882719441239e-06,1.924439155151592e-06,-2.1906117867518755e-07
1149,CINF,8.75,11.25,9.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.645,0.85,post,1,3.316266478342749e-06,1.676218271146001e-06,1.6869327331283875e-06
1150,CINF,23.2,7.25,7.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.85,0.86,post,1,-2.3199214657169597e-07,6.863357717379609e-07,-1.1105727341135469e-06
1151,CINF,11.0,6.75,9.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.68,0.75,post,1,-1.99765493099092e-06,3.7687052923386465e-06,-7.426003154163822e-07
1152,CTAS,17.25,14.4,18.75,2017-03-01,2017-04-01,2017-05-01,Q2,2017,05/2017,1.08,1.18,post,1,3.875810651009289e-06,1.2771525172525715e-07,1.3588146850944743e-06
1153,CTAS,11.25,9.0,18.75,2017-06-01,2017-07-01,2017-08-01,Q3,2017,08/2017,1.29,1.48,post,1,7.486995313109381e-07,5.864644946843519e-06,-8.115824577092069e-08
1154,CTAS,7.5,22.6,24.5,2017-09-01,2017-10-01,2017-11-01,Q4,2017,11/2017,1.26,1.31,post,1,3.677861475356934e-06,1.2702972562384082e-06,2.0125786836395953e-06
1155,CTAS,43.75,24.8,13.75,2018-03-01,2018-04-01,2018-05-01,Q2,2018,05/2018,1.67,1.77,post,1,-1.3282429949309463e-06,1.8171665249884869e-06,3.5461320649265944e-06
1156,CTAS,26.75,38.6,47.75,2018-06-01,2018-07-01,2018-08-01,Q3,2018,08/2018,1.78,1.93,post,1,-1.3317319640727769e-06,8.140443717222002e-06,2.151557150210287e-06
1157,CTAS,47.4,33.75,26.25,2018-09-01,2018-10-01,2018-11-01,Q4,2018,11/2018,1.72,1.76,post,1,-6.630953646137767e-06,-1.0056487365741148e-05,2.8360930624894697e-06
1158,CTAS,19.75,0.0,4.25,2016-06-01,2016-07-01,2016-08-01,Q3,2016,08/2016,1.09,1.12,post,1,-1.7573767200981244e-07,5.142659227949912e-06,4.895625144561401e-06
1159,CTAS,16.0,0.0,11.25,2016-09-01,2016-10-01,2016-11-01,Q4,2016,11/2016,1.16,1.15,post,-1,-2.0151182861706856e-06,-2.690933482095419e-06,5.721932210305761e-06
1160,CSCO,18.5,12.75,15.2,2016-11-01,2016-12-01,2017-01-01,Q1,2017,01/2017,0.56,0.57,post,1,-3.9254992802365843e-07,4.5240504991382996e-07,2.464859638715716e-07
1161,CSCO,28.5,15.5,17.8,2017-02-01,2017-03-01,2017-04-01,Q2,2017,04/2017,0.58,0.6,post,1,1.7608107915311308e-06,-1.8494206693440862e-07,1.7198041622280962e-07
1162,CSCO,23.25,19.0,22.2,2017-05-01,2017-06-01,2017-07-01,Q3,2017,07/2017,0.61,0.61,post,0,-1.3665550178741466e-06,5.3546922884650724e-08,3.706812523121306e-07
1163,CSCO,21.75,22.25,22.8,2017-08-01,2017-09-01,2017-10-01,Q4,2017,10/2017,0.6,0.61,post,1,-4.331544824502561e-08,8.79794415675548e-07,3.276094231885832e-07
1164,CSCO,26.0,23.0,29.0,2017-11-01,2017-12-01,2018-01-01,Q1,2018,01/2018,0.59,0.63,post,1,1.4793289362990243e-06,5.389173089198015e-07,1.456038663765751e-06
1165,CSCO,45.75,30.0,26.0,2018-02-01,2018-03-01,2018-04-01,Q2,2018,04/2018,0.65,0.66,post,1,2.4503189993377214e-06,-7.735417621156074e-07,1.6164889786184026e-06
1166,CSCO,37.0,22.25,26.4,2018-05-01,2018-06-01,2018-07-01,Q3,2018,07/2018,0.69,0.7,post,1,-1.0398915019313783e-06,-5.279891881840394e-07,-9.839838181854757e-08
1167,CSCO,39.0,26.0,21.0,2018-08-01,2018-09-01,2018-10-01,Q4,2018,10/2018,0.72,0.75,post,1,2.0486564138023153e-06,7.096579033600788e-07,-1.660674494971707e-06
1168,CSCO,31.75,31.8,30.0,2019-02-01,2019-03-01,2019-04-01,Q2,2019,04/2019,0.774,0.78,post,1,2.143694765847651e-06,1.0988257235576753e-06,5.189584555380618e-07
1169,CSCO,32.25,29.2,30.25,2019-05-01,2019-06-01,2019-07-01,Q3,2019,07/2019,0.816,0.83,post,1,-1.8707489925299112e-07,1.0184270238618051e-06,2.5049259185874904e-07
1170,CSCO,19.5,17.25,12.6,2016-05-01,2016-06-01,2016-07-01,Q3,2016,07/2016,0.6,0.63,post,1,1.0711170988232845e-06,-4.316903616876385e-07,1.0282177221899519e-06
1171,CSCO,20.25,12.0,12.2,2016-08-01,2016-09-01,2016-10-01,Q4,2016,10/2016,0.59,0.61,post,1,2.3275402898720657e-07,-7.038093163560961e-08,-4.941690574859206e-07
1172,C,35.2,38.0,39.75,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.24,1.36,pre,1,-2.191973670962241e-06,1.9478863493694016e-06,-1.0110290204947453e-06
1173,C,33.6,29.25,41.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.21,1.27,pre,1,-1.3888406434779997e-07,7.384365597037864e-07,1.667701862598925e-06
1174,C,36.0,35.75,34.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.32,1.42,pre,1,-1.5031011989131732e-07,-6.10549873313957e-07,2.6163389484178495e-06
1175,C,43.4,42.25,39.6,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.19,1.28,pre,1,-4.8263350927409e-07,-6.379340546004889e-08,-5.435330912025842e-07
1176,C,47.5,42.0,38.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.61,1.68,pre,1,2.1843932251533546e-06,6.16778147524478e-07,-2.8442896488330465e-06
1177,C,42.2,37.25,44.0,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.54,1.62,pre,1,-5.3634783173354376e-08,-6.397292862326005e-07,-6.105204164157807e-07
1178,C,39.2,37.0,37.6,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.66,1.74,pre,1,2.3404648814025124e-06,-1.3587753247134264e-07,1.7219465699558951e-06
1179,C,47.25,34.25,38.8,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.55,1.61,pre,1,-3.5423955818779485e-06,-1.288381989471226e-06,-5.097747535446369e-06
1180,C,39.25,38.75,35.0,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.797,1.87,pre,1,4.633086143316786e-06,5.849500888541259e-07,-6.838134465010818e-07
1181,C,39.0,32.5,33.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.805,1.95,pre,1,2.529210145822402e-06,-2.8959500110054053e-06,1.4501445615576063e-06
1182,C,32.6,26.0,21.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.16,1.25,pre,1,1.364617277542271e-06,1.4482506849359687e-06,-4.550420140332816e-07
1183,C,25.6,35.5,33.5,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.11,1.14,pre,1,6.71975170899302e-07,3.552436854470843e-06,1.1754137807693556e-06
1184,CFG,15.4,11.75,18.75,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.51,0.61,pre,1,3.4197937251391167e-07,6.167786623295085e-07,-1.9146229536050174e-06
1185,CFG,11.6,14.75,2.5,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.59,0.63,pre,1,9.499955614221973e-07,-1.4338973818111402e-06,2.5082074077964407e-07
1186,CFG,20.6,10.0,7.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.64,0.68,pre,1,-9.605862315497198e-07,-9.130011550786189e-07,2.2515395479644118e-06
1187,CFG,26.8,9.25,10.0,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.67,0.71,pre,1,5.833447612156145e-07,4.850034921515831e-07,6.581198863726279e-07
1188,CFG,13.5,6.75,18.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.76,0.78,pre,1,1.5976109625399125e-06,2.2682252455325524e-08,-1.3430641886083746e-06
1189,CFG,21.8,11.25,15.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.86,0.88,pre,1,-2.0048938003991408e-08,-1.1706352478542324e-07,-9.548998512379135e-07
1190,CFG,18.6,11.25,14.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.9,0.93,pre,1,3.3722918771931014e-07,4.606927382127485e-07,-8.866316400092097e-07
1191,CFG,18.0,6.5,17.0,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.94,0.98,pre,1,-1.2304414538560016e-06,-9.50434783456344e-07,-2.606616680715302e-06
1192,CFG,8.75,19.5,7.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.889,0.92,pre,1,1.803549696462768e-06,1.3604804790630895e-06,-2.029648402057266e-06
1193,CFG,24.75,8.75,7.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.939,0.95,pre,1,9.504633488726296e-07,-1.1858210530225003e-06,3.5120223978919684e-07
1194,CFG,11.0,5.75,5.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.49,0.52,pre,1,1.5556832647411422e-06,7.281465925860777e-07,-1.8441990600473937e-07
1195,CFG,4.2,12.75,10.5,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.53,0.55,pre,1,6.92492679960803e-07,2.918097374238151e-06,6.779013429584107e-07
1196,CTXS,18.8,7.5,7.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.94,0.97,post,1,7.401781674242447e-07,2.5185648861496333e-06,1.762867315449706e-06
1197,CTXS,14.8,8.25,8.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.99,1.03,post,1,-1.9307813440785419e-07,-1.490200591825549e-06,-1.063361407020317e-06
1198,CTXS,13.4,8.25,5.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.04,1.22,post,1,7.890426152462721e-07,-7.768253036738959e-07,-2.2837457790740856e-07
1199,CTXS,10.6,2.5,8.6,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.6,1.66,post,1,1.641083407006702e-06,1.6662975616602302e-06,4.5103611124299064e-07
1200,CTXS,12.5,17.25,5.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.05,1.29,post,1,1.7639272907664272e-06,1.5887321548956544e-06,-1.550367058353799e-07
1201,CTXS,6.0,5.0,7.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.2,1.28,post,1,4.2965862938169275e-06,1.6669942131920158e-07,-1.6449685061216774e-06
1202,CTXS,6.0,7.5,2.0,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.25,1.4,post,1,1.8607469422081233e-06,1.4322993019516997e-06,-8.585903873744629e-07
1203,CTXS,24.75,5.0,10.2,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.59,1.67,post,1,-3.566408553310984e-06,2.351114914982341e-06,-4.336657044106674e-06
1204,CTXS,12.0,9.5,9.6,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.175,1.27,post,1,-1.453770862460871e-07,2.140955533978822e-07,-2.06951574356864e-06
1205,CTXS,15.0,9.75,17.2,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.337,1.21,post,-1,-1.6775493192553741e-07,-1.9804888437803175e-06,2.09692028985507e-06
1206,CTXS,17.4,9.25,3.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.19,1.32,post,1,4.120517991203172e-06,1.5086406993676769e-06,-6.603678620698769e-07
1207,CTXS,4.6,8.5,8.25,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.5,1.61,post,1,2.8774690374148635e-07,1.683204917002703e-06,1.4799978863850681e-06
1208,CME,26.0,26.25,25.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.2,1.22,pre,1,2.1194077786148142e-06,1.44176582206243e-06,-2.855815288092957e-06
1209,CME,21.0,23.25,24.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.2,1.23,pre,1,3.980632362249716e-07,-7.427781960788748e-08,2.980580137659784e-06
1210,CME,17.4,16.0,15.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.16,1.19,pre,1,-1.8688594321754307e-06,8.082639354646399e-07,4.253398197240664e-06
1211,CME,26.2,38.5,60.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.1,1.12,pre,1,-7.573342689608031e-07,3.516196091014261e-06,-2.647761081833864e-06
1212,CME,45.0,31.75,37.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.85,1.86,pre,1,2.5871093081114815e-06,4.280885357733644e-06,-3.6990831044219406e-06
1213,CME,19.0,21.25,25.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.72,1.74,pre,1,1.2298329968476805e-07,1.7298235921454823e-06,-2.9474595331704063e-06
1214,CME,14.8,22.0,27.0,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.42,1.45,pre,1,1.2913984197411908e-06,4.58855179614481e-06,-5.49339541598029e-07
1215,CME,28.25,30.75,31.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.6,1.62,pre,1,6.063526333355711e-07,-7.664745364751359e-07,-7.014925283331287e-06
1216,CME,19.75,27.5,27.2,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.765,1.76,pre,-1,4.489747023350106e-06,6.603483527671574e-06,-1.6370223978919621e-06
1217,CME,24.4,16.75,17.75,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.04,1.05,pre,1,2.257774811628951e-06,1.7306773332616623e-06,-9.387665267299059e-07
1218,CME,18.6,22.75,16.5,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.1,1.14,pre,1,-1.3542109410972964e-06,4.488066203431534e-06,-7.602205475888537e-07
1219,CMS,15.6,19.0,19.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.65,0.71,pre,1,1.7948894080940244e-07,9.321677224219602e-07,3.812517532525229e-07
1220,CMS,13.4,32.25,35.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.41,0.33,pre,-1,1.917899819369182e-07,1.0044308191087454e-06,-2.5071740354624187e-07
1221,CMS,16.6,17.5,31.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.55,0.62,pre,1,3.884508830779072e-07,7.902740517177138e-07,-1.0565403238320447e-06
1222,CMS,33.0,21.75,40.6,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.51,0.51,pre,0,8.778042077948852e-07,6.092181876143399e-07,-1.3743903870399383e-06
1223,CMS,21.0,20.75,34.25,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.82,0.86,pre,1,-8.657687552251737e-07,1.2142986543596154e-07,9.879441610188375e-07
1224,CMS,27.4,32.0,26.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.41,0.48,pre,1,6.731336851674743e-07,-3.975968163393955e-07,1.4928489415459442e-06
1225,CMS,29.8,26.5,20.4,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.57,0.59,pre,1,-1.150227201242124e-08,5.450320967022093e-07,-1.0228027525373302e-06
1226,CMS,18.25,7.5,27.8,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.41,0.4,pre,-1,3.734494263152239e-07,1.205390552351454e-06,-1.9334387358645043e-06
1227,CMS,22.75,30.0,34.4,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.776,0.75,pre,-1,1.3344336939555076e-06,9.558093067580086e-07,7.140557533695481e-07
1228,CMS,23.25,30.5,26.2,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.36,0.33,pre,-1,-9.261510398979176e-08,6.928423201748557e-07,5.136967501097927e-07
1229,CMS,43.8,22.25,25.25,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.6,0.7,pre,1,-2.890707714870703e-07,-9.893547838013046e-07,4.5346401248869564e-07
1230,CMS,12.2,30.0,26.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.29,0.29,pre,0,5.761616134783168e-07,-1.641288653191791e-07,7.598750528403739e-07
1231,KO,17.0,24.5,16.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.44,0.43,pre,-1,6.037806746512718e-08,1.2688680591223018e-07,9.3556572846436e-08
1232,KO,19.0,20.0,12.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.57,0.59,pre,1,3.384656801445051e-07,8.3294205730819e-07,-2.959213644988705e-07
1233,KO,14.0,10.0,10.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.49,0.5,pre,1,6.277866799124899e-07,-7.19013152992036e-08,-5.375887269865998e-07
1234,KO,14.2,13.75,13.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.38,0.39,pre,1,3.788677302864165e-07,-1.274846870052756e-07,-7.60202857037345e-08
1235,KO,15.75,21.5,15.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.46,0.47,pre,1,9.765282688181802e-07,-9.62691778258894e-07,-5.515454168476018e-07
1236,KO,16.4,19.0,14.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.6,0.61,pre,1,-2.66509935182234e-07,2.7323221078787e-07,-5.31828150273323e-08
1237,KO,14.6,16.5,18.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.55,0.58,pre,1,9.145177634117887e-07,-5.120934770640106e-07,3.1422144286802243e-07
1238,KO,16.0,31.0,20.6,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.463,0.48,pre,1,3.378002810492231e-07,-2.4922936276757376e-06,4.81906175258569e-07
1239,KO,22.25,20.25,16.8,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.614,0.63,pre,1,9.227035802126112e-07,4.63330942035484e-07,3.067815839554963e-07
